timestamp,experiment_id,yolo_fire_conf,yolo_smoke_conf,fire_area_ratio,smoke_area_ratio,flame_flicker_hz,yolo_detected,vlm_invoked,vlm_confirmed,vlm_staleness_s,vlm_flame_conf,vlm_smoke_conf,vlm_smoke_darkness,vlm_flame_colour_index,vlm_gas_source_conf,vlm_liquid_source_conf,vlm_solid_source_conf,vlm_visual_conf,mq2_delta,mq2_rate,mq7_delta,mq7_rate,mq_co_ratio,flame_value,flame_present,temperature_c,humidity_pct,temperature_rate,fire_type,cfast_hrr_kw,ood_fuel
2026-04-01 08:10:45,OOD_0004,0.0707,0.0,0.0,0.0031,0.08,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.453,-16.3,0.549,4.56,0.1098,0.039,0,31.0,58.0,-1.0,unknown,0.0,electrical
2026-04-01 08:10:46,OOD_0004,0.0,0.0,0.0,0.0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.953,8.5,-7.391,-7.94,-1.4782,0.0026,0,30.0,58.0,-1.0,unknown,0.0,electrical
2026-04-01 08:10:47,OOD_0004,0.0,0.0222,0.0,0.0224,0.09,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.927,7.88,4.629,12.02,0.9258,0.0278,0,30.0,58.0,0.0,unknown,0.0,electrical
2026-04-01 08:10:48,OOD_0004,0.0,0.1276,0.0107,0.0,0.197,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.673,-6.6,2.409,-2.22,0.4818,0.0,0,31.0,61.0,1.0,unknown,0.0,electrical
2026-04-01 08:10:49,OOD_0004,0.1084,0.0762,0.008,0.0056,0.105,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.227,10.9,-1.661,-4.07,-0.2298,0.0,0,31.0,60.0,0.0,unknown,0.0,electrical
2026-04-01 08:10:50,OOD_0004,0.0,0.0,0.0063,0.002,0.18,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.027,11.8,-4.751,-3.09,-0.2497,0.0,0,30.0,66.0,-1.0,unknown,0.0,electrical
2026-04-01 08:10:51,OOD_0004,0.0,0.0,0.0,0.0,0.082,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.697,-18.33,-4.111,0.64,-0.8222,0.0,0,31.0,61.0,1.0,unknown,0.0,electrical
2026-04-01 08:10:52,OOD_0004,0.0715,0.0,0.0,0.0,0.02,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.257,1.56,0.109,4.22,0.0218,0.0,0,30.0,59.0,-1.0,unknown,0.0,electrical
2026-04-01 08:10:53,OOD_0004,0.0,0.0962,0.0,0.002,0.111,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.897,3.64,-3.921,-4.03,-0.6649,0.0,0,30.0,58.0,0.0,unknown,0.0,electrical
2026-04-01 08:10:54,OOD_0004,0.0,0.0549,0.0049,0.0216,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.177,7.28,-5.241,-1.32,-0.3977,0.0,0,30.0,59.0,0.0,unknown,0.0,electrical
2026-04-01 08:10:55,OOD_0004,0.0,0.0,0.0005,0.0104,0.024,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.783,-27.96,2.419,7.66,0.4838,0.0192,0,32.0,57.0,2.0,unknown,0.0,electrical
2026-04-01 08:10:56,OOD_0004,0.0,0.0176,0.0,0.0,0.065,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.223,11.56,1.369,-1.05,0.2738,0.0124,0,31.0,60.0,-1.0,unknown,0.0,electrical
2026-04-01 08:10:57,OOD_0004,0.0255,0.108,0.0,0.0148,0.042,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.207,11.43,3.529,2.16,0.43,0.0,0,30.0,57.0,-1.0,unknown,0.0,electrical
2026-04-01 08:10:58,OOD_0004,0.0,0.0069,0.0106,0.0,0.135,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.193,-9.4,3.279,-0.25,0.6558,0.0568,0,30.0,61.0,0.0,unknown,0.0,electrical
2026-04-01 08:10:59,OOD_0004,0.0,0.0104,0.0,0.0,0.021,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.343,-11.15,-6.721,-10.0,-1.3442,0.0,0,32.0,59.0,2.0,unknown,0.0,electrical
2026-04-01 08:11:00,OOD_0004,0.0,0.0,0.0,0.0,0.188,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.977,16.32,0.159,6.88,0.0318,0.0119,0,31.0,62.0,-1.0,unknown,0.0,electrical
2026-04-01 08:11:01,OOD_0004,0.0,0.0,0.0,0.0098,0.179,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.003,-12.98,-4.871,-5.03,-0.9742,0.0,0,30.0,60.0,-1.0,unknown,0.0,electrical
2026-04-01 08:11:02,OOD_0004,0.0,0.0643,0.0043,0.0347,0.109,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.327,15.33,-7.511,-2.64,-1.1871,0.0,0,30.0,58.0,0.0,unknown,0.0,electrical
2026-04-01 08:11:03,OOD_0004,0.029,0.0477,0.0,0.0141,0.032,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.567,-0.76,-0.711,6.8,-0.1277,0.0039,0,31.0,58.0,1.0,unknown,0.0,electrical
2026-04-01 08:11:04,OOD_0004,0.0,0.0537,0.0,0.0194,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.733,-8.3,-2.021,-1.31,-0.4042,0.0,0,31.0,60.0,0.0,unknown,0.0,electrical
2026-04-01 08:11:05,OOD_0004,0.0033,0.0923,0.0,0.0163,0.159,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.863,-6.13,1.119,3.14,0.2238,0.0,0,31.0,57.0,0.0,unknown,0.0,electrical
2026-04-01 08:11:06,OOD_0004,0.0,0.0,0.0,0.0323,0.071,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,10.89,-3.651,-4.77,-0.7302,0.0,0,30.0,55.0,-1.0,unknown,0.0,electrical
2026-04-01 08:11:07,OOD_0004,0.0612,0.0,0.0004,0.0,0.366,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.253,-5.28,2.369,6.02,0.4738,0.005,0,29.0,57.0,-1.0,unknown,0.0,electrical
2026-04-01 08:11:08,OOD_0004,0.0821,0.0335,0.0,0.0093,0.183,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.473,0.78,-1.651,-4.02,-0.3302,0.0201,0,31.0,53.0,2.0,unknown,0.0,electrical
2026-04-01 08:11:09,OOD_0004,0.0421,0.0,0.0,0.0,0.237,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.203,-1.73,0.699,2.35,0.1398,0.0,0,31.0,60.0,0.0,unknown,0.0,electrical
2026-04-01 08:11:10,OOD_0004,0.0689,0.0,0.0,0.0,0.007,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.103,1.1,4.949,4.25,0.9898,0.0,0,31.0,56.0,0.0,unknown,0.0,electrical
2026-04-01 08:11:11,OOD_0004,0.0,0.0,0.0252,0.014,0.091,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.893,-3.79,8.209,3.26,1.6418,0.0,0,33.0,65.0,2.0,unknown,0.4,electrical
2026-04-01 08:11:12,OOD_0004,0.0,0.0,0.0,0.0168,0.048,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.707,12.6,-2.451,-10.66,-0.4295,0.0281,0,30.0,58.0,-3.0,unknown,0.8,electrical
2026-04-01 08:11:13,OOD_0004,0.0122,0.0,0.0,0.0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.507,1.8,-10.871,-8.42,-1.4481,0.0,0,31.0,59.0,1.0,unknown,1.2,electrical
2026-04-01 08:11:14,OOD_0004,0.0,0.0086,0.0,0.0219,0.12,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.173,-13.68,-8.441,2.43,-1.6882,0.0,0,30.0,60.0,-1.0,unknown,1.6,electrical
2026-04-01 08:11:15,OOD_0004,0.0416,0.0533,0.0,0.0,0.055,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.893,-3.72,5.159,13.6,1.0318,0.0133,0,30.0,53.0,0.0,unknown,2.0,electrical
2026-04-01 08:11:16,OOD_0004,0.0,0.0,0.0,0.0,0.067,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.637,15.53,8.539,3.38,1.5148,0.0012,0,30.0,63.0,0.0,unknown,6.8,electrical
2026-04-01 08:11:17,OOD_0004,0.0,0.0,0.0,0.0005,0.134,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.917,3.28,3.779,-4.76,0.4238,0.0209,0,30.0,57.0,0.0,unknown,11.6,electrical
2026-04-01 08:11:18,OOD_0004,0.0,0.0,0.0,0.0013,0.197,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.377,-4.54,7.419,3.64,1.4838,0.0366,0,31.0,63.0,1.0,unknown,16.4,electrical
2026-04-01 08:11:19,OOD_0004,0.0386,0.0,0.0199,0.023,0.154,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.287,3.91,-2.021,-9.44,-0.2439,0.0088,0,32.0,63.0,1.0,unknown,21.2,electrical
2026-04-01 08:11:20,OOD_0004,0.1949,0.0,0.0187,0.0212,0.268,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.207,-3.08,-3.321,-1.3,-0.6378,0.0886,0,31.0,61.0,-1.0,unknown,26.0,electrical
2026-04-01 08:11:21,OOD_0004,0.0445,0.0001,0.027,0.0,0.031,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.337,-4.87,5.999,9.32,1.1998,0.0092,0,30.0,52.0,-1.0,unknown,36.4,electrical
2026-04-01 08:11:22,OOD_0004,0.0,0.0365,0.0007,0.0,2.462,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.973,-2.31,3.439,-2.56,0.6878,0.0421,0,32.0,56.0,2.0,unknown,46.8,electrical
2026-04-01 08:11:23,OOD_0004,0.0751,0.1469,0.0116,0.0,1.625,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.433,-3.46,2.389,-1.05,0.4778,0.0602,0,30.0,58.0,-2.0,unknown,57.2,electrical
2026-04-01 08:11:24,OOD_0004,0.019,0.0,0.0278,0.0107,2.177,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.423,3.01,1.739,-0.65,0.3478,0.0596,0,31.0,53.0,1.0,unknown,67.6,electrical
2026-04-01 08:11:25,OOD_0004,0.0,0.0748,0.0209,0.0069,1.235,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.123,-10.7,-0.831,-2.57,-0.1662,0.0318,0,31.0,58.0,0.0,unknown,78.0,electrical
2026-04-01 08:11:26,OOD_0004,0.2845,0.0,0.0205,0.0096,1.581,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.457,24.58,-7.871,-7.04,-0.687,0.0858,0,30.0,65.0,-1.0,unknown,93.6,electrical
2026-04-01 08:11:27,OOD_0004,0.2845,0.0142,0.0226,0.0,2.062,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.923,-19.38,5.409,13.28,1.0818,0.0662,0,31.0,62.0,1.0,unknown,109.2,electrical
2026-04-01 08:11:28,OOD_0004,0.126,0.0,0.0355,0.0055,2.373,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.697,10.62,1.559,-3.85,0.3118,0.1075,0,32.0,60.0,1.0,unknown,124.8,electrical
2026-04-01 08:11:29,OOD_0004,0.1431,0.0794,0.0222,0.0,2.485,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.097,-0.6,-4.151,-5.71,-0.8302,0.1454,0,31.0,55.0,-1.0,unknown,140.4,electrical
2026-04-01 08:11:30,OOD_0004,0.1419,0.0631,0.0364,0.0,2.616,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.753,-3.85,-3.331,0.82,-0.6662,0.1673,0,29.0,59.0,-2.0,unknown,156.0,electrical
2026-04-01 08:11:31,OOD_0004,0.2435,0.1092,0.0279,0.0007,2.559,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.593,1.16,3.919,7.25,0.7838,0.1598,0,29.0,60.0,0.0,unknown,177.0,electrical
2026-04-01 08:11:32,OOD_0004,0.2669,0.1522,0.0525,0.0,1.878,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.903,-5.31,-3.711,-7.63,-0.7422,0.1634,0,31.0,58.0,2.0,unknown,198.0,electrical
2026-04-01 08:11:33,OOD_0004,0.307,0.0,0.0556,0.0097,2.047,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.563,2.34,-6.241,-2.53,-1.2482,0.2722,1,30.0,56.0,-1.0,unknown,219.0,electrical
2026-04-01 08:11:34,OOD_0004,0.1732,0.0,0.054,0.0093,1.8,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.927,9.49,2.159,8.4,0.3643,0.2143,1,30.0,64.0,0.0,unknown,240.0,electrical
2026-04-01 08:11:35,OOD_0004,0.242,0.0694,0.0406,0.0,2.106,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.697,-0.23,4.559,2.4,0.8002,0.2991,1,31.0,65.0,1.0,unknown,261.0,electrical
2026-04-01 08:11:36,OOD_0004,0.3195,0.0776,0.0554,0.0105,1.275,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.923,-15.62,4.129,-0.43,0.8258,0.2346,1,31.0,61.0,0.0,unknown,287.2,electrical
2026-04-01 08:11:37,OOD_0004,0.2728,0.0454,0.0767,0.0058,1.718,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.677,10.6,4.729,0.6,0.9458,0.2931,1,32.0,63.0,1.0,unknown,313.4,electrical
2026-04-01 08:11:38,OOD_0004,0.1558,0.0,0.05,0.0,2.736,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.883,-12.56,1.659,-3.07,0.3318,0.363,1,31.0,59.0,-1.0,unknown,339.6,electrical
2026-04-01 08:11:39,OOD_0004,0.2624,0.1527,0.0607,0.0,2.166,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.533,10.35,-1.591,-3.25,-0.3182,0.3029,1,32.0,58.0,1.0,unknown,365.8,electrical
2026-04-01 08:11:40,OOD_0004,0.3342,0.0,0.0351,0.0196,1.778,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.007,2.54,-9.331,-7.74,-1.8662,0.3161,1,30.0,57.0,-2.0,unknown,392.0,electrical
2026-04-01 08:11:41,OOD_0004,0.1086,0.0751,0.0434,0.0183,2.401,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.443,-10.45,-0.781,8.55,-0.1562,0.4189,1,30.0,63.0,0.0,unknown,423.8,electrical
2026-04-01 08:11:42,OOD_0004,0.3734,0.0,0.056,0.0207,2.217,1,1,0,0.0,0.2496,0.0475,0.1239,0.5417,0.1128,0.0802,0.109,0.0848,9.907,19.35,-3.241,-2.46,-0.3271,0.4689,1,31.0,56.0,1.0,unknown,455.6,electrical
2026-04-01 08:11:43,OOD_0004,0.2512,0.0,0.0674,0.0,2.065,0,0,0,1.0,0.2496,0.0475,0.0,0.367,0.1128,0.0802,0.109,0.0848,-10.793,-20.7,7.399,10.64,1.4798,0.4719,1,31.0,55.0,0.0,unknown,487.4,electrical
2026-04-01 08:11:44,OOD_0004,0.2129,0.0865,0.0292,0.0,1.918,0,0,0,2.0,0.2496,0.0475,0.1139,0.1978,0.1128,0.0802,0.109,0.0848,9.457,20.25,-1.661,-9.06,-0.1756,0.4882,1,30.0,59.0,-1.0,unknown,519.2,electrical
2026-04-01 08:11:45,OOD_0004,0.174,0.0,0.0113,0.0154,1.622,0,0,0,3.0,0.2496,0.0475,0.0861,0.1721,0.1128,0.0802,0.109,0.0848,-11.253,-20.71,2.359,4.02,0.4718,0.484,1,31.0,57.0,1.0,unknown,551.0,electrical
2026-04-01 08:11:46,OOD_0004,0.13,0.0804,0.0415,0.0287,2.074,0,0,0,4.0,0.2496,0.0475,0.0919,0.131,0.1128,0.0802,0.109,0.0848,7.337,18.59,6.129,3.77,0.8354,0.5478,1,32.0,65.0,1.0,unknown,588.0,electrical
2026-04-01 08:11:47,OOD_0004,0.0951,0.0315,0.0,0.0123,2.141,0,0,0,5.0,0.2496,0.0475,0.0736,0.1152,0.1128,0.0802,0.109,0.0848,-12.773,-20.11,-4.261,-10.39,-0.8522,0.5993,1,31.0,60.0,-1.0,unknown,625.0,electrical
2026-04-01 08:11:48,OOD_0004,0.0871,0.0,0.0,0.0342,2.101,0,0,0,6.0,0.2496,0.0475,0.0724,0.0779,0.1128,0.0802,0.109,0.0848,-3.013,9.76,-4.271,-0.01,-0.8542,0.5902,1,31.0,55.0,0.0,unknown,662.0,electrical
2026-04-01 08:11:49,OOD_0004,0.0473,0.0199,0.03,0.0,2.771,0,0,0,7.0,0.2496,0.0475,0.1523,0.2707,0.1128,0.0802,0.109,0.0848,-7.143,-4.13,8.999,13.27,1.7998,0.5814,1,31.0,60.0,0.0,unknown,699.0,electrical
2026-04-01 08:11:50,OOD_0004,0.1052,0.0423,0.0322,0.0238,2.098,0,0,0,8.0,0.2496,0.0475,0.0846,0.0715,0.1128,0.0802,0.109,0.0848,3.287,10.43,8.399,-0.6,1.6798,0.7087,1,31.0,58.0,0.0,unknown,736.0,electrical
2026-04-01 08:11:51,OOD_0004,0.1165,0.0737,0.0372,0.0,2.236,0,0,0,9.0,0.2496,0.0475,0.1036,0.1999,0.1128,0.0802,0.109,0.0848,-2.683,-5.97,-4.591,-12.99,-0.9182,0.6695,1,31.0,64.0,0.0,unknown,778.6,electrical
2026-04-01 08:11:52,OOD_0004,0.0,0.1042,0.0047,0.0,2.676,0,0,0,10.0,0.2496,0.0475,0.1288,0.1788,0.1128,0.0802,0.109,0.0848,0.187,2.87,3.519,8.11,0.7038,0.7025,1,32.0,53.0,1.0,unknown,821.2,electrical
2026-04-01 08:11:53,OOD_0004,0.0433,0.0,0.0,0.0,2.48,0,0,0,11.0,0.2496,0.0475,0.2243,0.454,0.1128,0.0802,0.109,0.0848,4.527,4.34,10.839,7.32,2.1678,0.771,1,32.0,58.0,0.0,unknown,863.8,electrical
2026-04-01 08:11:54,OOD_0004,0.0,0.0,0.0,0.0257,1.16,0,0,0,12.0,0.2496,0.0475,0.1509,0.2123,0.1128,0.0802,0.109,0.0848,-5.013,-9.54,-0.231,-11.07,-0.0462,0.8631,1,31.0,55.0,-1.0,unknown,906.4,electrical
2026-04-01 08:11:55,OOD_0004,0.0,0.0,0.0019,0.0019,2.058,0,0,0,13.0,0.2496,0.0475,0.0337,0.0573,0.1128,0.0802,0.109,0.0848,-1.743,3.27,4.489,4.72,0.8978,0.8207,1,33.0,59.0,2.0,unknown,949.0,electrical
2026-04-01 08:11:56,OOD_0004,0.0221,0.0,0.0187,0.0143,1.621,0,0,0,14.0,0.2496,0.0475,0.0158,0.0316,0.1128,0.0802,0.109,0.0848,4.777,6.52,5.349,0.86,1.0698,0.9098,1,32.0,61.0,-1.0,unknown,996.8,electrical
2026-04-01 08:11:57,OOD_0004,0.1105,0.1657,0.0079,0.0319,1.737,0,0,0,15.0,0.2496,0.0475,0.0898,0.0653,0.1128,0.0802,0.109,0.0848,-4.033,-8.81,3.049,-2.3,0.6098,1.0,1,31.0,57.0,-1.0,unknown,1044.6,electrical
2026-04-01 08:11:58,OOD_0004,0.0739,0.0,0.0075,0.0027,2.53,0,0,0,16.0,0.2496,0.0475,0.1114,0.1659,0.1128,0.0802,0.109,0.0848,6.487,10.52,3.069,0.02,0.4731,1.0,1,33.0,65.0,2.0,unknown,1092.4,electrical
2026-04-01 08:11:59,OOD_0004,0.0783,0.0061,0.0195,0.0335,2.828,0,0,0,17.0,0.2496,0.0475,0.0855,0.041,0.1128,0.0802,0.109,0.0848,-9.483,-15.97,-7.871,-10.94,-1.5742,1.0,1,31.0,55.0,-2.0,unknown,1140.2,electrical
2026-04-01 08:12:00,OOD_0004,0.0353,0.0,0.0088,0.0,2.29,0,0,0,18.0,0.2496,0.0475,0.0931,0.2709,0.1128,0.0802,0.109,0.0848,18.797,28.28,0.899,8.77,0.0478,1.0,1,31.0,61.0,0.0,unknown,1188.0,electrical
2026-04-01 08:12:01,OOD_0004,0.0,0.0,0.0131,0.0419,1.022,0,0,0,19.0,0.2496,0.0475,0.0296,0.0,0.1128,0.0802,0.109,0.0848,12.107,-6.69,4.879,3.98,0.403,1.0,1,30.0,58.0,-1.0,unknown,1241.2,electrical
2026-04-01 08:12:02,OOD_0004,0.1237,0.0934,0.0287,0.0,1.87,0,0,0,20.0,0.2496,0.0475,0.0677,0.0,0.1128,0.0802,0.109,0.0848,-7.383,-19.49,6.969,2.09,1.3938,1.0,1,31.0,53.0,1.0,unknown,1294.4,electrical
2026-04-01 08:12:03,OOD_0004,0.1116,0.0395,0.0014,0.0,1.945,0,0,0,21.0,0.2496,0.0475,0.1036,0.046,0.1128,0.0802,0.109,0.0848,-0.193,7.19,16.589,9.62,3.3178,1.0,1,31.0,60.0,0.0,unknown,1347.6,electrical
2026-04-01 08:12:04,OOD_0004,0.0,0.0,0.0108,0.0252,1.866,0,0,0,22.0,0.2496,0.0475,0.1051,0.2102,0.1128,0.0802,0.109,0.0848,1.977,2.17,19.669,3.08,3.9338,1.0,1,30.0,59.0,-1.0,unknown,1400.8,electrical
